Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o,Temperature
8,28/08/2023,14:28,50,R,5,75,0.8,Off,50,5,225,316,91,0.287,0.404,49
1,28/08/2023,14:28,50,R,7,75,0.8,Off,50,5,240,302,62,0.205,0.258,53
2,28/08/2023,14:52,50,R,4,75,0.8,Off,50,5,202,328,126,0.384,0.623,53
3,28/08/2023,14:52,50,R,4,75,0.8,Off,50,5,236,467,231,0.494,0.978,53
4,28/08/2023,14:53,50,R,5,75,0.8,Off,50,5,236,467,231,0.494,0.978,53
5,28/08/2023,14:53,50,R,5,75,0.8,Off,50,5,236,467,231,0.494,0.978,53
6,28/08/2023,14:57,50,R,7,75,0.8,Off,50,5,237,378,141,0.373,0.594,53
7,28/08/2023,14:58,50,R,2,75,0.8,Off,50,5,219,261,42,0.16,0.191,53
8,28/08/2023,15:26,50,R,2,75,0.8,Off,50,5,206,269,63,0.234,0.305,53
1,28/08/2023,14:59,50,R,2,75,0.8,Off,50,5,217,242,25,0.103,0.115,57
2,28/08/2023,15:24,50,R,2,75,0.8,Off,50,5,204,204,0,0,0,57
3,28/08/2023,15:25,50,R,2,75,0.8,Off,50,5,236,236,0,0,0,57
4,28/08/2023,15:25,50,R,2,75,0.8,Off,50,5,315,315,0,0,0,57
5,28/08/2023,15:26,50,R,7,75,0.8,Off,50,5,233,237,4,0.016,0.017,57
6,28/08/2023,15:26,50,R,2,75,0.8,Off,50,5,206,269,63,0.023,0.305,57
7,28/08/2023,15:27,50,R,2,75,0.8,Off,50,5,248,250,2,0.008,0.008,57
8,28/08/2023,15:27,50,R,5,75,0.8,Off,50,5,230,230,0,0,0,57
1,28/08/2023,15:27,50,R,2,75,0.8,Off,50,5,255,430,0,0,0,60
2,28/08/2023,15:40,50,R,2,75,0.8,Off,50,5,216,216,0,0,0,60
3,28/08/2023,15:40,50,R,2,75,0.8,Off,50,5,202,202,0,0,0,60
4,28/08/2023,15:41,50,R,3,75,0.8,Off,50,5,306,306,0,0,0,60
5,28/08/2023,15:41,50,R,2,75,0.8,Off,50,5,227,227,0,0,0,60
6,28/08/2023,15:42,50,R,2,75,0.8,Off,50,5,309,309,0,0,0,60
7,28/08/2023,15:42,50,R,2,75,0.8,Off,50,5,250,250,0,0,0,60
8,28/08/2023,15:43,50,R,2,75,0.8,Off,50,5,226,226,0,0,0,60
